TARGET_ID_1,TARGET_ID_2,DISTANCE
3.963342800132624e+16,3.963341416012581e+16,6.998367709687459
3.963342800132624e+16,3.963341695772388e+16,2.787745340547161
3.963343599566982e+16,3.963342524147519e+16,9.32094506742525
3.963342523728282e+16,3.963342795519149e+16,9.807694967721718
3.963341132057964e+16,3.9633402667730216e+16,9.42448462605966
3.963341132057964e+16,3.963343066051698e+16,8.866036144207552
3.963341416012615e+16,3.963341134154976e+16,5.070944431052444
3.963341416012615e+16,3.96334141852891e+16,6.667041934964366
3.963341698288938e+16,3.963341976371529e+16,5.096439067999257
3.963341698288939e+16,3.963341418109419e+16,7.943334404725509
3.963341698288939e+16,3.963340267612112e+16,1.6744099005040387
3.9633416978697496e+16,3.96334026928963e+16,9.083290629848618
3.9633416978697496e+16,3.963342528761338e+16,5.646729016253484
3.963341418109559e+16,3.963343333228766e+16,6.99146559943898
3.963341416012494e+16,3.9633416978694664e+16,8.218034385367503
3.963341976371539e+16,3.96334084768446e+16,8.590578677631067
3.963341976371539e+16,3.9633422506789464e+16,9.14855943383699
3.963341976371539e+16,3.963342524986216e+16,4.728661101549427
3.963341976371539e+16,3.963342253195601e+16,1.9100169065665595
3.963343067729164e+16,3.963341132058114e+16,2.6211732533068877
3.963340559535429e+16,3.963342253614978e+16,3.9363341580524795
3.963341418109539e+16,3.9633414134958056e+16,5.69985611164333
3.963341694933764e+16,3.9633405591161976e+16,5.150460346547088
3.963341694933764e+16,3.963343067729311e+16,6.888293911865855
3.963341415173336e+16,3.963341697869502e+16,8.198648950375876
3.9633414164319144e+16,3.963341416431931e+16,9.042577473873369
3.9633416953530984e+16,3.9633414160125496e+16,7.575287106262591
3.9633416953530984e+16,3.9633414134958776e+16,9.720506251758376
3.963340267611773e+16,3.963340846845274e+16,8.795330077897267
3.963341697869648e+16,3.963341417270526e+16,6.305629838946906
3.963341697869648e+16,3.96334141852898e+16,9.88681468807333
3.963342254034399e+16,3.963341417270631e+16,5.034647384289225
3.963340558696696e+16,3.963341416012581e+16,5.971168723498261
3.96334197762991e+16,3.963342527083392e+16,7.5108840223685736
3.96334197762991e+16,3.963342253615065e+16,4.275618042665659
3.963339976108005e+16,3.963341975951907e+16,8.784316078540453
3.963341695772517e+16,3.9633425279223336e+16,4.835083668057781
3.963341695772517e+16,3.963341976790812e+16,6.040826094518944
3.963341974693511e+16,3.963342525825178e+16,6.345867141397146
3.963341974693511e+16,3.963342249839882e+16,7.5226774859192425
3.963341974693511e+16,3.9633422540343e+16,5.930773773808119
3.963341974693511e+16,3.96334084642584e+16,6.902637273917959
3.963341974693511e+16,3.963341694933647e+16,8.351306931793992
3.963341974693511e+16,3.963339976107855e+16,1.987223393852121
3.963341974693511e+16,3.963339976527333e+16,4.619466288315075
3.963341974693511e+16,3.96334169451414e+16,5.786475034114524
3.96334197469387e+16,3.963342528341722e+16,8.109475980090444
3.963341974693905e+16,3.963342798874244e+16,6.847805277620054
3.963341974693905e+16,3.963341132057893e+16,2.7867812379617853
3.963342527083463e+16,3.96334252414732e+16,3.9442090278725197
3.963342527083463e+16,3.963340843909584e+16,5.112663792758541
3.963341414753961e+16,3.963341417690085e+16,9.405894319789585
3.963341414753961e+16,3.963341695353012e+16,5.366229602539004
3.963341414753961e+16,3.9633419751129224e+16,9.717564061115747
3.963341414753961e+16,3.963343065212663e+16,8.393549226748174
3.963341414334485e+16,3.963342527922416e+16,5.34451212431907
3.963343065632082e+16,3.963340846426063e+16,7.459086378560762
3.963343065632082e+16,3.963341414754344e+16,4.29589151224496
3.963343065632082e+16,3.963341978049165e+16,8.748348536038945
3.963341133735606e+16,3.963340847684119e+16,8.752925385883001
3.963343066051561e+16,3.963340266773278e+16,9.967634980677206
3.9633411337359176e+16,3.963341697450032e+16,2.729321621577014
3.9633411337359176e+16,3.963341696611466e+16,4.145883672024012
3.9633411337359176e+16,3.963341975951803e+16,7.83171517979414
3.9633411337359e+16,3.9633411324777064e+16,9.013397674242547
