TARGET_ID,RA,DEC,DISTANCE
3.9633342953423e+16,243.62738940974793,56.40587666714609,270.8095324897047
3.963331902491933e+16,245.69009628900412,54.866080322672076,1047.0797106973037
3.963332941840621e+16,245.64535730339608,55.497318912419765,603.3617113281401
3.963334294503586e+16,242.88303975731299,56.54905715417866,716.905832301711
3.963330125784823e+16,244.18319743726957,53.62424083087853,618.0744134419576
3.963334294923082e+16,243.43058620348538,56.525630134373344,294.1141854625196
3.963333960637186e+16,244.89210792303157,56.18850472805532,1036.2433773757691
3.963333961056265e+16,244.9354121413907,56.15918056392244,857.9612711532895
3.963334294923144e+16,243.5088098360628,56.58470599606076,565.4984404426151
3.963333960636937e+16,244.60918510791095,56.3325161846319,1670.8649384901594
3.963332941840483e+16,245.50343038614162,55.517325503942764,382.44947121772174
3.963330843430386e+16,245.077575166751,54.04659645376957,421.55479821624107
3.9633319024918696e+16,245.6260306170223,54.79987701179246,1369.4249435829481
3.963330843430397e+16,245.09107368121704,54.056774070397374,213.77506310071905
3.963333960217794e+16,244.46340518537997,56.3481119438609,464.5697056420015
3.963334294923097e+16,243.44884443814934,56.53839495995442,234.24950392188788
3.963334295342302e+16,243.63067079642042,56.43253220669322,1338.5586515880511
3.963333623415014e+16,245.27766561845772,55.92667646909024,131.70540547674975
3.963333623414861e+16,245.1229347546255,55.89354640958301,1602.9162119834748
3.963333622995679e+16,244.99018713908117,56.071531233819954,1325.9419408595209
3.963333622995622e+16,244.92457246059718,56.085222219091484,462.8454104618389
3.963333283676378e+16,245.21533290500133,55.87329025862545,440.1549185669621
3.963333622995598e+16,244.89602120279324,56.054316733054044,1145.2164118763646
3.963332597488078e+16,245.57641686888428,55.25199882621668,773.6109668184936
3.9633325970689624e+16,245.4748603506318,55.299919821584616,1212.6791480510324
3.963333283676175e+16,245.02463667243518,55.820226597851985,1094.610309262385
3.963333283676222e+16,245.07221646497183,55.86277916235823,1325.3606842029972
3.9633325974881736e+16,245.66372806848474,55.339304729049836,1031.1075286192217
3.9633332836766216e+16,245.43847408682998,55.78003637726606,998.638351103094
3.963333279901572e+16,241.3513179347243,55.819722264448444,763.4192701889979
3.963332936807549e+16,240.49770402735246,55.56063405430489,875.9702615855222
3.963330124526585e+16,242.9985743043047,53.616303400887915,1016.5925804464606
3.963330482719996e+16,241.44545624355666,53.84737668645897,846.364104351323
3.963332594132982e+16,242.43320575734097,55.306858054011435,1251.2325796567563
3.963333620478864e+16,242.03612687702136,56.009849578270945,1523.771562279417
3.9633308400747096e+16,241.46820726583468,54.11432577953143,606.5008800509464
3.963330482719995e+16,241.44485209824637,53.863835921984,847.2947792018086
3.963330482719996e+16,241.44554074248535,53.85731402056589,1527.0438830850765
3.963332593293998e+16,241.46060156904906,55.270146478415164,1620.22250100368
3.9633329376463336e+16,241.31197847300737,55.60973213759898,1017.5765487092434
3.963332594132966e+16,242.4176747489586,55.31321636293153,737.2419822753533
3.963332594132986e+16,242.4348216747382,55.30016291340336,1248.4110095139806
3.9633325924549384e+16,240.3669314454659,55.18554407237597,1056.0451770341056
3.9633304827200056e+16,241.45451173988081,53.86558977144516,1009.5716310388012
3.963332249360959e+16,243.92685273744434,55.1175656534018,1737.2363759141886
3.963330841333165e+16,242.91570785275573,54.01008365609455,943.7796548586718
3.963332246424942e+16,240.89534826529487,55.100412687015506,457.98815939996706
3.96333084133316e+16,242.91170879600594,53.98551487317512,948.2651112211634
3.963332594552038e+16,242.50106190818167,55.2407378881246,1689.8824756805045
3.963332594132988e+16,242.43770065717945,55.30766346468168,1251.1794490955267
3.963330482719992e+16,241.44156373450502,53.835556754628776,269.7627861615071
3.963330841333154e+16,242.9056274549859,54.00373325880632,578.6252246329798
3.963330482720005e+16,241.4536015872287,53.8522737970826,1527.354431402355
3.963330841333171e+16,242.92267812983096,53.968246271132244,870.8292547533774
3.963332596229829e+16,244.30116316336677,55.314736159529204,157.84340010333966
3.963332937226964e+16,240.94526679466907,55.456699299996195,1206.2440217293984
3.963330482720024e+16,241.4767939731535,53.87237797115098,1051.3684547622163
3.963331195332279e+16,241.92625882142417,54.13814432153009,877.2959584012808
3.963332937226952e+16,240.92913004810757,55.47285192770624,607.7890992524016
3.963330483558819e+16,242.24800992934792,53.71496351964219,1095.261365940258
