TARGET_ID,RA,DEC,DISTANCE
3.963314973861886e+16,248.1621634999688,43.99589561247265,878.5366650302207
3.963315408391514e+16,247.98831243104812,44.209803634672014,1055.134923545998
3.963315408391557e+16,248.0220023825069,44.18929508481363,568.1189044053825
3.9633166989790024e+16,246.46107449541307,45.03255038705158,1189.7949193206841
3.963316698978944e+16,246.41596850482884,45.0047100361321,1024.2209116308447
3.963316271159962e+16,247.5549039868468,44.658444883892194,492.92767987660653
3.963314537234775e+16,248.20350691045735,43.72794036804183,576.6441328708939
3.963314537234686e+16,248.13324908117,43.744552895352776,1126.6823715773223
3.963316698140265e+16,245.86564157422083,45.096448294682354,905.647115585326
3.963315407972211e+16,247.7641416589744,44.31514624010806,1314.782938147372
3.963315407972118e+16,247.69287032098944,44.30541471449865,1347.268780333937
3.963314537234603e+16,248.0649431019109,43.833432674220745,1223.6557283342597
3.963314098929862e+16,248.16024280951828,43.46259303611321,924.4181639130956
3.963315407972214e+16,247.76619844857817,44.35449053739714,912.5708777353505
3.963316269901734e+16,246.5774930430927,44.866477740787715,1110.7353604983844
3.963314973861749e+16,248.05244999635016,43.97206034107667,1190.0157258538543
3.9633123280946376e+16,247.76374833205475,42.513711339189385,1543.150056466435
3.963315840404909e+16,247.6385605797659,44.55198508699978,1020.8676729697253
3.963316698140246e+16,245.85000866761789,45.09418063618923,822.7204532242221
3.963315837888281e+16,245.48216197351266,44.506613906828974,912.615583561028
3.963314098090928e+16,247.42781747277797,43.59541420447366,581.434445856139
3.9633140972522296e+16,246.8316948444081,43.58330129166646,1414.2301205831523
3.963313213092907e+16,244.97937095670463,43.10666582759555,781.2246063120197
3.963314969248016e+16,244.26060285899348,43.994822403563944,875.6025645402159
3.963314969248017e+16,244.2611942914838,43.99534293188845,881.242748502857
3.963315406294286e+16,246.20616840893044,44.19283445392939,869.6752981968106
3.963312324319669e+16,244.64319307180213,42.59684308429376,261.36736881787294
3.963312769335476e+16,244.67607719095082,42.70272194442498,139.6669067382559
3.963311878046068e+16,245.57704444504895,42.1492509889763,896.5306929646443
3.963312324319674e+16,244.64712390442656,42.60272092347495,746.4886412011076
3.96331497260344e+16,247.03070394295847,43.952031453260105,1286.2346051612788
3.963313655172757e+16,245.34216824770556,43.31151720912568,1084.7949502184085
3.9633136551727656e+16,245.3475726898739,43.31222758544489,2026.8711130760964
3.96331453220149e+16,243.9805122338446,43.655622649578575,1896.224319391372
3.963312771852254e+16,246.8679418363903,42.68703461642887,139.2595120933205
3.963311878884818e+16,246.16581919691467,42.33890219531904,718.6697559487047
3.963311878884815e+16,246.16394470917146,42.33248258474566,982.8468518000248
3.963313655591749e+16,245.37016449821556,43.31685170391747,785.7214883976243
3.96331453262071e+16,244.14713511433055,43.817276091137025,858.8493575749959
3.963312770174467e+16,245.43454922900764,42.67417246327483,336.5479417226207
3.963313654753252e+16,244.96647413025747,43.311334629809316,1021.5818931418204
3.963313658108428e+16,247.51657578544723,43.322033251413544,1163.1455373571503
3.963313212253872e+16,244.1486839443466,42.90304505650158,1230.0070880864432
3.963315837049338e+16,244.73967209113354,44.538574110483346,863.7846157635015
3.963314097252198e+16,246.8092893881421,43.60575444158767,1537.2513593826427
3.9633154062942424e+16,246.16945361622746,44.1718257235255,1011.3560837510336
3.963315406294255e+16,246.17996013971327,44.17433599479716,438.61126104613356
3.963312324319684e+16,244.65620753053793,42.59654918316629,748.3932053708076
3.963314535557026e+16,246.7765760428216,43.83755639559652,875.7849721881223
3.9633140976716984e+16,247.25622381526335,43.46674849833945,1027.3210980157596
3.9633136564309944e+16,246.32058156274596,43.315748900796635,1727.4510321146558
3.963315839146732e+16,246.68416961916515,44.46742000727214,898.0044714656746
3.963314535137438e+16,246.31323511172843,43.87290672044504,1095.8226420554367
3.9633158391465544e+16,246.54143777876868,44.49629087148572,956.4781588506812
3.963312324319884e+16,244.81540870385874,42.423527755010944,1023.3020782796494
3.963312325997477e+16,246.06938531972207,42.38793327249457,953.6455400186679
3.963315839146569e+16,246.55534754729857,44.49891338274502,1718.0947449224127
3.963312325997644e+16,246.20764852285276,42.52529172927614,1337.75029132821
3.963313657269766e+16,246.98054996506178,43.19091301580788,1540.813457985157
3.963312324319854e+16,244.78993544111546,42.40655727520521,1088.82199920219
3.963312325997769e+16,246.30396197216692,42.46124716298632,1084.4691260744687
3.9633123255780264e+16,245.71226687705985,42.494823880059236,1759.6346789117886
3.963315405455749e+16,245.78687809432807,44.30760385790305,905.9660363289516
3.9633158378885784e+16,245.69219677364472,44.57815854015832,886.9183569314092
3.96331142967479e+16,246.19448748443546,42.10757831553124,1069.402241083654
3.963312325997585e+16,246.15995342670445,42.61751425283646,975.4874195804333
