TARGET_ID,RA,DEC,DISTANCE
3.9633433323900296e+16,267.5857953388251,63.93231106275278,1846.261793554251
3.96334333280948e+16,268.1771090491792,64.03725685390741,1315.87413929854
3.963342524147357e+16,266.7397417582155,63.315742140195184,1555.3224490280736
3.963343332809542e+16,268.259607336178,64.06697973473892,1324.6730415556956
3.963342524147317e+16,266.6954994739014,63.34318728155302,1208.1899439259796
3.963343599147458e+16,269.7603132956719,64.2335097450873,1176.619074174868
3.96334333532605e+16,271.6241561246589,63.98925422964033,388.70634893261536
3.963342800132624e+16,272.6617793766718,63.52886681258571,327.84576942757894
3.963343334487148e+16,270.3683134637383,64.04046937988154,1447.7587088978423
3.963343599566982e+16,270.473407442245,64.17506951434612,1577.1287083886623
3.963343599147824e+16,270.2557152593824,64.18990035629513,1070.7206381102062
3.963343599147805e+16,270.2307750837962,64.15059365569957,1982.9083693056434
3.9633433353260856e+16,271.67518425343667,63.93366560757801,1256.9053616417427
3.963342523728282e+16,266.64368255257085,63.32811585707962,1213.1118096589917
3.963341414753922e+16,268.15929783610466,62.26470772486186,1203.1492244377112
3.9633425249864536e+16,268.2160170482679,63.20256850626634,714.5261896342541
3.963341132057964e+16,269.14257171402494,61.93124511295474,1538.5741231836487
3.963341132057964e+16,269.14255874689843,61.93239121005728,1537.408047878184
3.963340557018978e+16,267.94876474148134,61.447427848490314,967.5071865247629
3.963341416012615e+16,270.2308771420776,62.351463786525386,411.2891058236217
3.96334113415537e+16,272.05595107409863,62.119491867185936,1097.5140131509672
3.963341698288938e+16,271.7440827063239,62.59216085590358,593.0891707974976
3.963341698288939e+16,271.7460037255565,62.593105756728846,596.0670612371523
3.963341697869783e+16,271.53071765313507,62.498902912103,606.1298517042272
3.9633416978697496e+16,271.4884901418718,62.50479224567476,977.2508283444586
3.963340557438326e+16,268.387850233031,61.51456016199183,385.1973444118757
3.963341418109559e+16,272.6388335790982,62.26102847690472,1333.0825365156254
3.9633427967772984e+16,268.36302721501755,63.413213591874104,1096.7357984955156
3.963341416012498e+16,270.0801831326817,62.29522035339268,1610.3580146942502
3.963341416012494e+16,270.0761184167368,62.30018065193604,1289.049964059505
3.963341976371539e+16,270.98254421191484,62.819301690778474,785.980744545499
3.963343067729164e+16,270.6473016387211,63.653930993880024,878.6636900125633
3.963340559535429e+16,270.91238929157424,61.44145338097249,976.4497328990443
3.9633430656323336e+16,268.24936671198253,63.648294314800545,1825.1082693798433
3.963341418109539e+16,272.61536244070874,62.26498185650287,587.0433708987033
3.963341694933764e+16,267.74059007725356,62.439772164051305,791.3392838149522
3.963341415173336e+16,268.6740215304708,62.22247887372594,1085.1490958116262
3.9633414164319144e+16,270.62243789453265,62.235880617661806,764.9341637166485
3.9633416953530984e+16,268.1526995690609,62.57779805197694,355.66058422369315
3.963340267611773e+16,268.4682923659904,61.2120609903751,1202.9010821258794
3.963341418109382e+16,272.44605051329074,62.316163483095764,579.3287820323569
3.9633408481037144e+16,271.6571495184651,61.857842635452975,598.2804066412778
