RA,DEC,Z
191.14757099005186,60.345815959235,0.2819459922463374
187.05117249536465,62.614542270156655,0.2703579310142208
187.83760708675698,60.38987543677365,0.1731108191825362
188.7298325265811,60.181046704454054,0.2854181586411897
187.04622815471808,60.82670180284912,0.37400455377945924
189.28672536137475,60.18713259808659,0.21452305283357412
188.7327720032468,60.217374759371836,0.23282508447174644
189.20703625254848,60.13450219401336,0.1842724056985206
186.48359894373857,61.73967570511937,0.08577825488213503
186.61774077015875,61.718309619882255,0.31339382593404125
189.33126574093797,60.1176786895752,0.42486558723948403
189.58483827289442,60.11760391706267,0.3705348950526345
189.71783504771486,60.077593632864456,0.21626895975800917
191.20458196461243,60.31535787110577,0.08969256109731599
187.91828998595494,60.35661272074636,0.34428348725756075
187.99642446057692,60.34944474327046,0.12562434039916454
188.37549196358177,60.28363082356079,0.10460016503986184
188.46921404349476,60.25677422254064,0.3090510467304279
191.17636550142407,60.26470209677674,0.3250590604313389
186.86511671072745,62.174610276494725,0.12332009033713902
189.16955646985807,60.29820369960161,0.23464624458328615
187.55158823261516,60.60208890454408,0.23866210090087742
186.65637989667826,61.12846913114442,0.3766765194471713
188.15187461612717,60.4131283911227,0.27760421520984474
188.53980826246556,60.32770092234174,0.10114816758704313
188.7203072284598,60.28698169811779,0.42535987706295386
191.14783831956075,60.363799310645625,0.3390634227410267
192.72208391492347,60.96815929112924,0.22908684265017729
191.40569807406104,60.32376977883182,0.5331080423201471
189.84809793251043,60.11961256389835,0.10419672239389487
189.84515648607814,60.106874359207204,0.23417544107747032
188.73767030515745,60.29133285773897,0.42425844594095496
191.1560427437463,60.353278518356866,0.28261301313582776
190.4128394283879,60.149322813572,0.23444402062074143
193.26293366607945,62.02215311029621,0.38280996643194276
193.37772819259794,62.09219806615272,0.3827753881448162
193.3849233517068,62.037540092339135,0.10722004272280332
193.40915359757037,62.12339943235475,0.48151536517602106
193.47059350296132,61.50372386420846,0.18781207102543357
192.67050551053012,60.852169028150215,0.2416704143439697
192.69363314059888,60.87482382930529,0.10709828152189368
192.75549609407653,60.83735622869342,0.12316046018391602
193.40381126401854,61.39562064234936,0.1576203625589971
193.3721285607852,61.61500912989581,0.260617614187195
193.23733086879267,62.32298931700455,0.1926561564050876
193.38049551732917,62.305216223165736,0.1022815575169313
193.4227677470155,62.290239716638325,0.10588212270896954
193.46378779312326,62.27152770218866,0.12017860223840594
193.2486233936378,62.30889545134747,0.2648890015053636
190.86895903495545,63.37777905542895,0.1040312058717413
192.7341792471274,62.649101512973886,0.2966115182329563
193.47799035462353,61.700556752564246,0.15833983570197338
192.77794024948173,62.63549203907275,0.29922579521857234
192.9930424005201,62.7344756661729,0.3538292432031174
192.9054139940627,62.67772102830876,0.29581053579671174
192.91887557451867,62.70306037589373,0.4447445581972149
192.96139869398593,62.67576352138205,0.25980139904394894
192.67309212993501,62.88427497726389,0.06030120263924796
193.2041695211917,62.48855846808794,0.1473243107072851
193.15395140397968,62.516777342162165,0.2768343987954003
193.27403704334952,62.483351923097544,0.10957113182815736
193.28072891384508,62.46051085297639,0.3343773676749616
193.14359423022086,62.59424132066525,0.1469225290246889
193.31120758517054,62.399974232092326,0.2186419036323668
193.0458856302113,62.61304593301584,0.26485021716106943
190.958988914216,63.22864134616578,0.0893890125695379
193.12204116395924,62.015112298154,0.18829598310166856
190.8823880493249,60.31466161279164,0.33105110383674796
193.30745452159948,61.49604899968397,0.25347477773868204
193.36777803046064,61.47720637038333,0.027682501714334177
193.38661247464256,61.39220362074817,0.09996018755348711
193.32954445588663,62.18777138577469,0.49915904452196513
190.86098908004618,60.31888332267506,0.25784604632094016
189.9598086525555,61.98503252242375,0.11387038254085391
186.47638072382838,61.79296126734642,0.2568040013466309
186.33008086399784,61.79155697593739,0.07667390610265623
187.31605961344994,60.68291036072519,0.3325829822437778
187.31964334144635,60.728853109947565,0.24238044097139164
186.25664706208062,61.782094501224364,0.07682713465858951
186.46226846753984,61.3434674755691,0.296024202214412
186.54851129628398,61.16180931606421,0.37395430147250097
186.36962927308952,61.573282470224505,0.4358825303702611
186.4243639452308,61.291400034737904,0.2274598348605635
186.26044423209694,61.96714405855187,0.26463706565434586
186.38586594297917,62.106730834379654,0.2640500186840355
187.04596715704068,62.55611681711816,0.3087032824801874
186.26781463285317,61.932745229195525,0.23446572880871225
186.66066285084204,62.479545223231554,0.17280050192561977
186.82373079517805,62.72935407495744,0.17065569362363348
186.66030968656298,62.40949907726914,0.20856070133278648
188.6703529540227,63.28087677609867,0.2989718714554637
187.57511183607602,63.08108694586842,0.26414087500583877
187.05196263666545,62.73299954400308,0.2935135718821298
187.03722149655565,62.76106930480581,0.5603689308160579
187.01715751899494,62.79552179222114,0.44922753008592303
186.95979978687964,62.7503910260467,0.17705709268041875
186.93890173727587,62.723372197761954,0.29425323709412976
186.8213425615582,62.32185462238653,0.18645438566275288
186.7543268349259,62.3541913869013,0.20866788100643235
186.42808305902165,62.03663980455504,0.24005751058412073
186.44645646998106,61.968721556680805,0.28815586900925927
186.64489387551356,62.334019847976336,0.15990762583531387
186.41306326024616,61.91939113005613,0.19261450954013706
186.5572215680915,62.35365120771985,0.15986908450787873
186.45452731124345,62.29365851775544,0.23415242989120466
186.59059809360542,62.409792902225846,0.3903888903714878
186.6144634819884,62.36548474770247,0.2952099894496419
186.51865273071343,62.43112054211505,0.16936196210937526
186.57710462247792,62.45334793055812,0.17313952703676216
186.47300783314725,62.384252466887574,0.14975826531272887
186.31470115209066,62.05943833523159,0.1932629893384799
186.33131740923767,61.996127385696056,0.5089483205128611
191.2813310674225,60.42715864328167,0.3425759883430301
188.99180706861037,60.25232894435098,0.12360721424721188
188.9211806275145,60.223579836371954,0.3008306173784823
